CpuName,CpuNumberOfCores,CpuNumberOfThreads,CpuBaseClock,CpuCacheL1,CpuCacheL2,CpuCacheL3,,CpuFrequency,,,,CpuTDP,,CpuTurboClock,GpuName,,GpuBandwidth,GpuBaseClock,GpuBoostClock,,,,,,,,GpuMemorySize,,,,GpuPixelRate,,GpuNumberOfROPs,GpuShaderModel,GpuNumberOfShadingUnits,GpuNumberOfTMUs,GpuTextureRate,,,GameName,,,FPS
b'AMD Ryzen 9 3900X',12,24,100,1152,6144,64,,3800,,,,105,,4600,b'NVIDIA GeForce GTX 980 Ti',,336600,1000,1076,,,,,,,,6000,,,,103300,,96,b'6.4',2816,176,189400,,,b'grandTheftAuto5',,,75.3
b'AMD Ryzen 7 3800X',8,16,100,768,4096,32,,3900,,,,105,,4500,b'NVIDIA GeForce GTX 980 Ti',,336600,1000,1076,,,,,,,,6000,,,,103300,,96,b'6.4',2816,176,189400,,,b'grandTheftAuto5',,,74.6
b'AMD Ryzen 7 3700X',8,16,100,768,4096,32,,3600,,,,65,,4400,b'NVIDIA GeForce GTX 980 Ti',,336600,1000,1076,,,,,,,,6000,,,,103300,,96,b'6.4',2816,176,189400,,,b'grandTheftAuto5',,,73.5
b'AMD Ryzen 5 3600X',6,12,100,576,3072,32,,3800,,,,95,,4400,b'NVIDIA GeForce GTX 980 Ti',,336600,1000,1076,,,,,,,,6000,,,,103300,,96,b'6.4',2816,176,189400,,,b'grandTheftAuto5',,,73.2
b'AMD Ryzen 5 3600',6,12,100,576,3072,32,,3600,,,,65,,4200,b'NVIDIA GeForce GTX 980 Ti',,336600,1000,1076,,,,,,,,6000,,,,103300,,96,b'6.4',2816,176,189400,,,b'grandTheftAuto5',,,71.1
b'AMD Ryzen 5 2600X',6,12,100,576,3072,16,,3600,,,,95,,4250,b'NVIDIA GeForce GTX 980 Ti',,336600,1000,1076,,,,,,,,6000,,,,103300,,96,b'6.4',2816,176,189400,,,b'grandTheftAuto5',,,68.7
b'AMD Ryzen 5 1600X',6,12,100,576,3072,16,,3600,,,,95,,4000,b'NVIDIA GeForce GTX 980 Ti',,336600,1000,1076,,,,,,,,6000,,,,103300,,96,b'6.4',2816,176,189400,,,b'grandTheftAuto5',,,64.5
b'AMD Ryzen 5 2600',6,12,100,576,3072,16,,3400,,,,65,,3900,b'NVIDIA GeForce GTX 980 Ti',,336600,1000,1076,,,,,,,,6000,,,,103300,,96,b'6.4',2816,176,189400,,,b'grandTheftAuto5',,,63.8
b'AMD Ryzen 7 1700X',8,16,100,768,4096,16,,3400,,,,95,,3800,b'NVIDIA GeForce GTX 980 Ti',,336600,1000,1076,,,,,,,,6000,,,,103300,,96,b'6.4',2816,176,189400,,,b'grandTheftAuto5',,,61.7
b'Intel Core i9-9900K',8,16,100,512,2048,16,,3600,,,,95,,5000,b'NVIDIA GeForce GTX 1660',,192100,1530,1785,,,,,,,,6000,,,,85680,,48,b'6.5',1408,88,157100,,,b'grandTheftAuto5',,,76.7
b'Intel Core i7-9700K',8,8,100,512,2048,12,,3600,,,,95,,4900,b'NVIDIA GeForce GTX 1660',,192100,1530,1785,,,,,,,,6000,,,,85680,,48,b'6.5',1408,88,157100,,,b'grandTheftAuto5',,,76.1
b'Intel Core i7-8700K',6,12,100,384,1536,12,,3700,,,,95,,4700,b'NVIDIA GeForce GTX 1660',,192100,1530,1785,,,,,,,,6000,,,,85680,,48,b'6.5',1408,88,157100,,,b'grandTheftAuto5',,,70.3
b'Intel Core i7-7700K',4,8,100,256,1024,8,,4200,,,,91,,4500,b'NVIDIA GeForce GTX 1660',,192100,1530,1785,,,,,,,,6000,,,,85680,,48,b'6.5',1408,88,157100,,,b'grandTheftAuto5',,,68.3
b'Intel Core i5-9400F',6,6,100,384,1536,9,,2900,,,,65,,4100,b'NVIDIA GeForce GTX 1660',,192100,1530,1785,,,,,,,,6000,,,,85680,,48,b'6.5',1408,88,157100,,,b'grandTheftAuto5',,,67.8
b'Intel Core i5-8600K',6,6,100,384,1536,9,,3600,,,,95,,4300,b'NVIDIA GeForce GTX 1660',,192100,1530,1785,,,,,,,,6000,,,,85680,,48,b'6.5',1408,88,157100,,,b'grandTheftAuto5',,,66.9
b'Intel Core i5-8400',6,6,100,384,1536,9,,2800,,,,65,,4000,b'NVIDIA GeForce GTX 1660',,192100,1530,1785,,,,,,,,6000,,,,85680,,48,b'6.5',1408,88,157100,,,b'grandTheftAuto5',,,65.6
b'Intel Core i5-7600K',4,4,100,256,1024,6,,3800,,,,91,,4200,b'NVIDIA GeForce GTX 1660',,192100,1530,1785,,,,,,,,6000,,,,85680,,48,b'6.5',1408,88,157100,,,b'grandTheftAuto5',,,64.9
b'Intel Core i5-7500',4,4,100,256,1024,6,,3400,,,,65,,3800,b'NVIDIA GeForce GTX 1660',,192100,1530,1785,,,,,,,,6000,,,,85680,,48,b'6.5',1408,88,157100,,,b'grandTheftAuto5',,,61.5
b'Intel Core i3-7100',2,4,100,128,512,3,,3900,,,,51,,3900,b'NVIDIA GeForce GTX 1660',,192100,1530,1785,,,,,,,,6000,,,,85680,,48,b'6.5',1408,88,157100,,,b'grandTheftAuto5',,,51.2
b'AMD Ryzen 9 3900X',12,24,100,1152,6144,64,,3800,,,,105,,4600,b'NVIDIA GeForce GTX 1660',,192100,1530,1785,,,,,,,,6000,,,,85680,,48,b'6.5',1408,88,157100,,,b'grandTheftAuto5',,,73.3
b'AMD Ryzen 7 3800X',8,16,100,768,4096,32,,3900,,,,105,,4500,b'NVIDIA GeForce GTX 1660',,192100,1530,1785,,,,,,,,6000,,,,85680,,48,b'6.5',1408,88,157100,,,b'grandTheftAuto5',,,72.6
b'AMD Ryzen 7 3700X',8,16,100,768,4096,32,,3600,,,,65,,4400,b'NVIDIA GeForce GTX 1660',,192100,1530,1785,,,,,,,,6000,,,,85680,,48,b'6.5',1408,88,157100,,,b'grandTheftAuto5',,,71.6
b'AMD Ryzen 5 3600X',6,12,100,576,3072,32,,3800,,,,95,,4400,b'NVIDIA GeForce GTX 1660',,192100,1530,1785,,,,,,,,6000,,,,85680,,48,b'6.5',1408,88,157100,,,b'grandTheftAuto5',,,71.3
b'AMD Ryzen 5 3600',6,12,100,576,3072,32,,3600,,,,65,,4200,b'NVIDIA GeForce GTX 1660',,192100,1530,1785,,,,,,,,6000,,,,85680,,48,b'6.5',1408,88,157100,,,b'grandTheftAuto5',,,69.2
b'AMD Ryzen 5 2600X',6,12,100,576,3072,16,,3600,,,,95,,4250,b'NVIDIA GeForce GTX 1660',,192100,1530,1785,,,,,,,,6000,,,,85680,,48,b'6.5',1408,88,157100,,,b'grandTheftAuto5',,,66.9
b'AMD Ryzen 5 1600X',6,12,100,576,3072,16,,3600,,,,95,,4000,b'NVIDIA GeForce GTX 1660',,192100,1530,1785,,,,,,,,6000,,,,85680,,48,b'6.5',1408,88,157100,,,b'grandTheftAuto5',,,62.8
b'AMD Ryzen 5 2600',6,12,100,576,3072,16,,3400,,,,65,,3900,b'NVIDIA GeForce GTX 1660',,192100,1530,1785,,,,,,,,6000,,,,85680,,48,b'6.5',1408,88,157100,,,b'grandTheftAuto5',,,62.1
b'AMD Ryzen 7 1700X',8,16,100,768,4096,16,,3400,,,,95,,3800,b'NVIDIA GeForce GTX 1660',,192100,1530,1785,,,,,,,,6000,,,,85680,,48,b'6.5',1408,88,157100,,,b'grandTheftAuto5',,,60.1
b'Intel Core i9-9900K',8,16,100,512,2048,16,,3600,,,,95,,5000,b'NVIDIA GeForce GTX 1060 6 GB GDDR5X',,192200,1506,1709,,,,,,,,6000,,,,82030,,48,b'6.4',1280,80,136700,,,b'grandTheftAuto5',,,74.7
b'Intel Core i7-9700K',8,8,100,512,2048,12,,3600,,,,95,,4900,b'NVIDIA GeForce GTX 1060 6 GB GDDR5X',,192200,1506,1709,,,,,,,,6000,,,,82030,,48,b'6.4',1280,80,136700,,,b'grandTheftAuto5',,,74
b'Intel Core i7-8700K',6,12,100,384,1536,12,,3700,,,,95,,4700,b'NVIDIA GeForce GTX 1060 6 GB GDDR5X',,192200,1506,1709,,,,,,,,6000,,,,82030,,48,b'6.4',1280,80,136700,,,b'grandTheftAuto5',,,69
b'Intel Core i7-7700K',4,8,100,256,1024,8,,4200,,,,91,,4500,b'NVIDIA GeForce GTX 1060 6 GB GDDR5X',,192200,1506,1709,,,,,,,,6000,,,,82030,,48,b'6.4',1280,80,136700,,,b'grandTheftAuto5',,,66.8
b'Intel Core i5-9400F',6,6,100,384,1536,9,,2900,,,,65,,4100,b'NVIDIA GeForce GTX 1060 6 GB GDDR5X',,192200,1506,1709,,,,,,,,6000,,,,82030,,48,b'6.4',1280,80,136700,,,b'grandTheftAuto5',,,66
b'Intel Core i5-8600K',6,6,100,384,1536,9,,3600,,,,95,,4300,b'NVIDIA GeForce GTX 1060 6 GB GDDR5X',,192200,1506,1709,,,,,,,,6000,,,,82030,,48,b'6.4',1280,80,136700,,,b'grandTheftAuto5',,,65.4
b'Intel Core i5-8400',6,6,100,384,1536,9,,2800,,,,65,,4000,b'NVIDIA GeForce GTX 1060 6 GB GDDR5X',,192200,1506,1709,,,,,,,,6000,,,,82030,,48,b'6.4',1280,80,136700,,,b'grandTheftAuto5',,,63.9
b'Intel Core i5-7600K',4,4,100,256,1024,6,,3800,,,,91,,4200,b'NVIDIA GeForce GTX 1060 6 GB GDDR5X',,192200,1506,1709,,,,,,,,6000,,,,82030,,48,b'6.4',1280,80,136700,,,b'grandTheftAuto5',,,63.6
b'Intel Core i5-7500',4,4,100,256,1024,6,,3400,,,,65,,3800,b'NVIDIA GeForce GTX 1060 6 GB GDDR5X',,192200,1506,1709,,,,,,,,6000,,,,82030,,48,b'6.4',1280,80,136700,,,b'grandTheftAuto5',,,60.3
b'Intel Core i3-7100',2,4,100,128,512,3,,3900,,,,51,,3900,b'NVIDIA GeForce GTX 1060 6 GB GDDR5X',,192200,1506,1709,,,,,,,,6000,,,,82030,,48,b'6.4',1280,80,136700,,,b'grandTheftAuto5',,,50
b'AMD Ryzen 9 3900X',12,24,100,1152,6144,64,,3800,,,,105,,4600,b'NVIDIA GeForce GTX 1060 6 GB GDDR5X',,192200,1506,1709,,,,,,,,6000,,,,82030,,48,b'6.4',1280,80,136700,,,b'grandTheftAuto5',,,71.4
b'AMD Ryzen 7 3800X',8,16,100,768,4096,32,,3900,,,,105,,4500,b'NVIDIA GeForce GTX 1060 6 GB GDDR5X',,192200,1506,1709,,,,,,,,6000,,,,82030,,48,b'6.4',1280,80,136700,,,b'grandTheftAuto5',,,70.7
b'AMD Ryzen 7 3700X',8,16,100,768,4096,32,,3600,,,,65,,4400,b'NVIDIA GeForce GTX 1060 6 GB GDDR5X',,192200,1506,1709,,,,,,,,6000,,,,82030,,48,b'6.4',1280,80,136700,,,b'grandTheftAuto5',,,69.7
b'AMD Ryzen 5 3600X',6,12,100,576,3072,32,,3800,,,,95,,4400,b'NVIDIA GeForce GTX 1060 6 GB GDDR5X',,192200,1506,1709,,,,,,,,6000,,,,82030,,48,b'6.4',1280,80,136700,,,b'grandTheftAuto5',,,69.4
b'AMD Ryzen 5 3600',6,12,100,576,3072,32,,3600,,,,65,,4200,b'NVIDIA GeForce GTX 1060 6 GB GDDR5X',,192200,1506,1709,,,,,,,,6000,,,,82030,,48,b'6.4',1280,80,136700,,,b'grandTheftAuto5',,,67.4
b'AMD Ryzen 5 2600X',6,12,100,576,3072,16,,3600,,,,95,,4250,b'NVIDIA GeForce GTX 1060 6 GB GDDR5X',,192200,1506,1709,,,,,,,,6000,,,,82030,,48,b'6.4',1280,80,136700,,,b'grandTheftAuto5',,,65.1
b'AMD Ryzen 5 1600X',6,12,100,576,3072,16,,3600,,,,95,,4000,b'NVIDIA GeForce GTX 1060 6 GB GDDR5X',,192200,1506,1709,,,,,,,,6000,,,,82030,,48,b'6.4',1280,80,136700,,,b'grandTheftAuto5',,,61.7
b'AMD Ryzen 5 2600',6,12,100,576,3072,16,,3400,,,,65,,3900,b'NVIDIA GeForce GTX 1060 6 GB GDDR5X',,192200,1506,1709,,,,,,,,6000,,,,82030,,48,b'6.4',1280,80,136700,,,b'grandTheftAuto5',,,60.5
b'AMD Ryzen 7 1700X',8,16,100,768,4096,16,,3400,,,,95,,3800,b'NVIDIA GeForce GTX 1060 6 GB GDDR5X',,192200,1506,1709,,,,,,,,6000,,,,82030,,48,b'6.4',1280,80,136700,,,b'grandTheftAuto5',,,59
b'Intel Core i9-9900K',8,16,100,512,2048,16,,3600,,,,95,,5000,b'NVIDIA GeForce GTX 980',,224400,1127,1216,,,,,,,,4000,,,,77820,,64,b'6.4',2048,128,155600,,,b'grandTheftAuto5',,,66.5
b'Intel Core i7-9700K',8,8,100,512,2048,12,,3600,,,,95,,4900,b'NVIDIA GeForce GTX 980',,224400,1127,1216,,,,,,,,4000,,,,77820,,64,b'6.4',2048,128,155600,,,b'grandTheftAuto5',,,65.9
b'Intel Core i7-8700K',6,12,100,384,1536,12,,3700,,,,95,,4700,b'NVIDIA GeForce GTX 980',,224400,1127,1216,,,,,,,,4000,,,,77820,,64,b'6.4',2048,128,155600,,,b'grandTheftAuto5',,,61
b'Intel Core i7-7700K',4,8,100,256,1024,8,,4200,,,,91,,4500,b'NVIDIA GeForce GTX 980',,224400,1127,1216,,,,,,,,4000,,,,77820,,64,b'6.4',2048,128,155600,,,b'grandTheftAuto5',,,59.2
b'Intel Core i5-9400F',6,6,100,384,1536,9,,2900,,,,65,,4100,b'NVIDIA GeForce GTX 980',,224400,1127,1216,,,,,,,,4000,,,,77820,,64,b'6.4',2048,128,155600,,,b'grandTheftAuto5',,,58.8
b'Intel Core i5-8600K',6,6,100,384,1536,9,,3600,,,,95,,4300,b'NVIDIA GeForce GTX 980',,224400,1127,1216,,,,,,,,4000,,,,77820,,64,b'6.4',2048,128,155600,,,b'grandTheftAuto5',,,58
b'Intel Core i5-8400',6,6,100,384,1536,9,,2800,,,,65,,4000,b'NVIDIA GeForce GTX 980',,224400,1127,1216,,,,,,,,4000,,,,77820,,64,b'6.4',2048,128,155600,,,b'grandTheftAuto5',,,56.8
b'Intel Core i5-7600K',4,4,100,256,1024,6,,3800,,,,91,,4200,b'NVIDIA GeForce GTX 980',,224400,1127,1216,,,,,,,,4000,,,,77820,,64,b'6.4',2048,128,155600,,,b'grandTheftAuto5',,,56.2
b'Intel Core i5-7500',4,4,100,256,1024,6,,3400,,,,65,,3800,b'NVIDIA GeForce GTX 980',,224400,1127,1216,,,,,,,,4000,,,,77820,,64,b'6.4',2048,128,155600,,,b'grandTheftAuto5',,,53.3
b'Intel Core i3-7100',2,4,100,128,512,3,,3900,,,,51,,3900,b'NVIDIA GeForce GTX 980',,224400,1127,1216,,,,,,,,4000,,,,77820,,64,b'6.4',2048,128,155600,,,b'grandTheftAuto5',,,44.4
b'AMD Ryzen 9 3900X',12,24,100,1152,6144,64,,3800,,,,105,,4600,b'NVIDIA GeForce GTX 980',,224400,1127,1216,,,,,,,,4000,,,,77820,,64,b'6.4',2048,128,155600,,,b'grandTheftAuto5',,,63.5
b'AMD Ryzen 7 3800X',8,16,100,768,4096,32,,3900,,,,105,,4500,b'NVIDIA GeForce GTX 980',,224400,1127,1216,,,,,,,,4000,,,,77820,,64,b'6.4',2048,128,155600,,,b'grandTheftAuto5',,,62.9
b'AMD Ryzen 7 3700X',8,16,100,768,4096,32,,3600,,,,65,,4400,b'NVIDIA GeForce GTX 980',,224400,1127,1216,,,,,,,,4000,,,,77820,,64,b'6.4',2048,128,155600,,,b'grandTheftAuto5',,,62.1
b'AMD Ryzen 5 3600X',6,12,100,576,3072,32,,3800,,,,95,,4400,b'NVIDIA GeForce GTX 980',,224400,1127,1216,,,,,,,,4000,,,,77820,,64,b'6.4',2048,128,155600,,,b'grandTheftAuto5',,,61.8
b'AMD Ryzen 5 3600',6,12,100,576,3072,32,,3600,,,,65,,4200,b'NVIDIA GeForce GTX 980',,224400,1127,1216,,,,,,,,4000,,,,77820,,64,b'6.4',2048,128,155600,,,b'grandTheftAuto5',,,60
b'AMD Ryzen 5 2600X',6,12,100,576,3072,16,,3600,,,,95,,4250,b'NVIDIA GeForce GTX 980',,224400,1127,1216,,,,,,,,4000,,,,77820,,64,b'6.4',2048,128,155600,,,b'grandTheftAuto5',,,58
b'AMD Ryzen 5 1600X',6,12,100,576,3072,16,,3600,,,,95,,4000,b'NVIDIA GeForce GTX 980',,224400,1127,1216,,,,,,,,4000,,,,77820,,64,b'6.4',2048,128,155600,,,b'grandTheftAuto5',,,54.5
b'AMD Ryzen 5 2600',6,12,100,576,3072,16,,3400,,,,65,,3900,b'NVIDIA GeForce GTX 980',,224400,1127,1216,,,,,,,,4000,,,,77820,,64,b'6.4',2048,128,155600,,,b'grandTheftAuto5',,,53.9
b'AMD Ryzen 7 1700X',8,16,100,768,4096,16,,3400,,,,95,,3800,b'NVIDIA GeForce GTX 980',,224400,1127,1216,,,,,,,,4000,,,,77820,,64,b'6.4',2048,128,155600,,,b'grandTheftAuto5',,,52.1
b'Intel Core i9-9900K',8,16,100,512,2048,16,,3600,,,,95,,5000,b'NVIDIA GeForce GTX 1060 5 GB',,160200,1506,1709,,,,,,,,5000,,,,68360,,40,b'6.4',1280,80,136700,,,b'grandTheftAuto5',,,65.5
b'Intel Core i7-9700K',8,8,100,512,2048,12,,3600,,,,95,,4900,b'NVIDIA GeForce GTX 1060 5 GB',,160200,1506,1709,,,,,,,,5000,,,,68360,,40,b'6.4',1280,80,136700,,,b'grandTheftAuto5',,,64.9
b'Intel Core i7-8700K',6,12,100,384,1536,12,,3700,,,,95,,4700,b'NVIDIA GeForce GTX 1060 5 GB',,160200,1506,1709,,,,,,,,5000,,,,68360,,40,b'6.4',1280,80,136700,,,b'grandTheftAuto5',,,60.5
b'Intel Core i7-7700K',4,8,100,256,1024,8,,4200,,,,91,,4500,b'NVIDIA GeForce GTX 1060 5 GB',,160200,1506,1709,,,,,,,,5000,,,,68360,,40,b'6.4',1280,80,136700,,,b'grandTheftAuto5',,,58.4
b'Intel Core i5-9400F',6,6,100,384,1536,9,,2900,,,,65,,4100,b'NVIDIA GeForce GTX 1060 5 GB',,160200,1506,1709,,,,,,,,5000,,,,68360,,40,b'6.4',1280,80,136700,,,b'grandTheftAuto5',,,57.9
b'Intel Core i5-8600K',6,6,100,384,1536,9,,3600,,,,95,,4300,b'NVIDIA GeForce GTX 1060 5 GB',,160200,1506,1709,,,,,,,,5000,,,,68360,,40,b'6.4',1280,80,136700,,,b'grandTheftAuto5',,,57.2
b'Intel Core i5-8400',6,6,100,384,1536,9,,2800,,,,65,,4000,b'NVIDIA GeForce GTX 1060 5 GB',,160200,1506,1709,,,,,,,,5000,,,,68360,,40,b'6.4',1280,80,136700,,,b'grandTheftAuto5',,,56.4
b'Intel Core i5-7600K',4,4,100,256,1024,6,,3800,,,,91,,4200,b'NVIDIA GeForce GTX 1060 5 GB',,160200,1506,1709,,,,,,,,5000,,,,68360,,40,b'6.4',1280,80,136700,,,b'grandTheftAuto5',,,55.7
b'Intel Core i5-7500',4,4,100,256,1024,6,,3400,,,,65,,3800,b'NVIDIA GeForce GTX 1060 5 GB',,160200,1506,1709,,,,,,,,5000,,,,68360,,40,b'6.4',1280,80,136700,,,b'grandTheftAuto5',,,52.8
b'Intel Core i3-7100',2,4,100,128,512,3,,3900,,,,51,,3900,b'NVIDIA GeForce GTX 1060 5 GB',,160200,1506,1709,,,,,,,,5000,,,,68360,,40,b'6.4',1280,80,136700,,,b'grandTheftAuto5',,,43.9
b'AMD Ryzen 9 3900X',12,24,100,1152,6144,64,,3800,,,,105,,4600,b'NVIDIA GeForce GTX 1060 5 GB',,160200,1506,1709,,,,,,,,5000,,,,68360,,40,b'6.4',1280,80,136700,,,b'grandTheftAuto5',,,62.6
b'AMD Ryzen 7 3800X',8,16,100,768,4096,32,,3900,,,,105,,4500,b'NVIDIA GeForce GTX 1060 5 GB',,160200,1506,1709,,,,,,,,5000,,,,68360,,40,b'6.4',1280,80,136700,,,b'grandTheftAuto5',,,62
b'AMD Ryzen 7 3700X',8,16,100,768,4096,32,,3600,,,,65,,4400,b'NVIDIA GeForce GTX 1060 5 GB',,160200,1506,1709,,,,,,,,5000,,,,68360,,40,b'6.4',1280,80,136700,,,b'grandTheftAuto5',,,61.1
b'AMD Ryzen 5 3600X',6,12,100,576,3072,32,,3800,,,,95,,4400,b'NVIDIA GeForce GTX 1060 5 GB',,160200,1506,1709,,,,,,,,5000,,,,68360,,40,b'6.4',1280,80,136700,,,b'grandTheftAuto5',,,60.8
b'AMD Ryzen 5 3600',6,12,100,576,3072,32,,3600,,,,65,,4200,b'NVIDIA GeForce GTX 1060 5 GB',,160200,1506,1709,,,,,,,,5000,,,,68360,,40,b'6.4',1280,80,136700,,,b'grandTheftAuto5',,,59.1
b'AMD Ryzen 5 2600X',6,12,100,576,3072,16,,3600,,,,95,,4250,b'NVIDIA GeForce GTX 1060 5 GB',,160200,1506,1709,,,,,,,,5000,,,,68360,,40,b'6.4',1280,80,136700,,,b'grandTheftAuto5',,,57.1
b'AMD Ryzen 5 1600X',6,12,100,576,3072,16,,3600,,,,95,,4000,b'NVIDIA GeForce GTX 1060 5 GB',,160200,1506,1709,,,,,,,,5000,,,,68360,,40,b'6.4',1280,80,136700,,,b'grandTheftAuto5',,,54
b'AMD Ryzen 5 2600',6,12,100,576,3072,16,,3400,,,,65,,3900,b'NVIDIA GeForce GTX 1060 5 GB',,160200,1506,1709,,,,,,,,5000,,,,68360,,40,b'6.4',1280,80,136700,,,b'grandTheftAuto5',,,53
b'AMD Ryzen 7 1700X',8,16,100,768,4096,16,,3400,,,,95,,3800,b'NVIDIA GeForce GTX 1060 5 GB',,160200,1506,1709,,,,,,,,5000,,,,68360,,40,b'6.4',1280,80,136700,,,b'grandTheftAuto5',,,51.4
b'Intel Core i9-9900K',8,16,100,512,2048,16,,3600,,,,95,,5000,b'NVIDIA GeForce GTX 970',,224400,1050,1178,,,,,,,,4000,,,,65970,,56,b'6.4',1664,104,122500,,,b'grandTheftAuto5',,,62.4
b'Intel Core i7-9700K',8,8,100,512,2048,12,,3600,,,,95,,4900,b'NVIDIA GeForce GTX 970',,224400,1050,1178,,,,,,,,4000,,,,65970,,56,b'6.4',1664,104,122500,,,b'grandTheftAuto5',,,61.9
b'Intel Core i7-8700K',6,12,100,384,1536,12,,3700,,,,95,,4700,b'NVIDIA GeForce GTX 970',,224400,1050,1178,,,,,,,,4000,,,,65970,,56,b'6.4',1664,104,122500,,,b'grandTheftAuto5',,,57.2
b'Intel Core i7-7700K',4,8,100,256,1024,8,,4200,,,,91,,4500,b'NVIDIA GeForce GTX 970',,224400,1050,1178,,,,,,,,4000,,,,65970,,56,b'6.4',1664,104,122500,,,b'grandTheftAuto5',,,55.5
b'Intel Core i5-9400F',6,6,100,384,1536,9,,2900,,,,65,,4100,b'NVIDIA GeForce GTX 970',,224400,1050,1178,,,,,,,,4000,,,,65970,,56,b'6.4',1664,104,122500,,,b'grandTheftAuto5',,,55.2
b'Intel Core i5-8600K',6,6,100,384,1536,9,,3600,,,,95,,4300,b'NVIDIA GeForce GTX 970',,224400,1050,1178,,,,,,,,4000,,,,65970,,56,b'6.4',1664,104,122500,,,b'grandTheftAuto5',,,54.4
b'Intel Core i5-8400',6,6,100,384,1536,9,,2800,,,,65,,4000,b'NVIDIA GeForce GTX 970',,224400,1050,1178,,,,,,,,4000,,,,65970,,56,b'6.4',1664,104,122500,,,b'grandTheftAuto5',,,53.3
b'Intel Core i5-7600K',4,4,100,256,1024,6,,3800,,,,91,,4200,b'NVIDIA GeForce GTX 970',,224400,1050,1178,,,,,,,,4000,,,,65970,,56,b'6.4',1664,104,122500,,,b'grandTheftAuto5',,,52.8
b'Intel Core i5-7500',4,4,100,256,1024,6,,3400,,,,65,,3800,b'NVIDIA GeForce GTX 970',,224400,1050,1178,,,,,,,,4000,,,,65970,,56,b'6.4',1664,104,122500,,,b'grandTheftAuto5',,,50
b'Intel Core i3-7100',2,4,100,128,512,3,,3900,,,,51,,3900,b'NVIDIA GeForce GTX 970',,224400,1050,1178,,,,,,,,4000,,,,65970,,56,b'6.4',1664,104,122500,,,b'grandTheftAuto5',,,41.7
b'AMD Ryzen 9 3900X',12,24,100,1152,6144,64,,3800,,,,105,,4600,b'NVIDIA GeForce GTX 970',,224400,1050,1178,,,,,,,,4000,,,,65970,,56,b'6.4',1664,104,122500,,,b'grandTheftAuto5',,,59.6
b'AMD Ryzen 7 3800X',8,16,100,768,4096,32,,3900,,,,105,,4500,b'NVIDIA GeForce GTX 970',,224400,1050,1178,,,,,,,,4000,,,,65970,,56,b'6.4',1664,104,122500,,,b'grandTheftAuto5',,,59.1
b'AMD Ryzen 7 3700X',8,16,100,768,4096,32,,3600,,,,65,,4400,b'NVIDIA GeForce GTX 970',,224400,1050,1178,,,,,,,,4000,,,,65970,,56,b'6.4',1664,104,122500,,,b'grandTheftAuto5',,,58.2
b'AMD Ryzen 5 3600X',6,12,100,576,3072,32,,3800,,,,95,,4400,b'NVIDIA GeForce GTX 970',,224400,1050,1178,,,,,,,,4000,,,,65970,,56,b'6.4',1664,104,122500,,,b'grandTheftAuto5',,,58
b'AMD Ryzen 5 3600',6,12,100,576,3072,32,,3600,,,,65,,4200,b'NVIDIA GeForce GTX 970',,224400,1050,1178,,,,,,,,4000,,,,65970,,56,b'6.4',1664,104,122500,,,b'grandTheftAuto5',,,56.3
b'AMD Ryzen 5 2600X',6,12,100,576,3072,16,,3600,,,,95,,4250,b'NVIDIA GeForce GTX 970',,224400,1050,1178,,,,,,,,4000,,,,65970,,56,b'6.4',1664,104,122500,,,b'grandTheftAuto5',,,54.4
b'AMD Ryzen 5 1600X',6,12,100,576,3072,16,,3600,,,,95,,4000,b'NVIDIA GeForce GTX 970',,224400,1050,1178,,,,,,,,4000,,,,65970,,56,b'6.4',1664,104,122500,,,b'grandTheftAuto5',,,51.1
b'AMD Ryzen 5 2600',6,12,100,576,3072,16,,3400,,,,65,,3900,b'NVIDIA GeForce GTX 970',,224400,1050,1178,,,,,,,,4000,,,,65970,,56,b'6.4',1664,104,122500,,,b'grandTheftAuto5',,,50.5
b'AMD Ryzen 7 1700X',8,16,100,768,4096,16,,3400,,,,95,,3800,b'NVIDIA GeForce GTX 970',,224400,1050,1178,,,,,,,,4000,,,,65970,,56,b'6.4',1664,104,122500,,,b'grandTheftAuto5',,,48.9
b'Intel Core i9-9900K',8,16,100,512,2048,16,,3600,,,,95,,5000,b'NVIDIA GeForce GTX 1050 Ti',,112100,1291,1392,,,,,,,,4000,,,,44540,,32,b'6.4',768,48,66820,,,b'grandTheftAuto5',,,47.1
b'Intel Core i7-9700K',8,8,100,512,2048,12,,3600,,,,95,,4900,b'NVIDIA GeForce GTX 1050 Ti',,112100,1291,1392,,,,,,,,4000,,,,44540,,32,b'6.4',768,48,66820,,,b'grandTheftAuto5',,,46.7
b'Intel Core i7-8700K',6,12,100,384,1536,12,,3700,,,,95,,4700,b'NVIDIA GeForce GTX 1050 Ti',,112100,1291,1392,,,,,,,,4000,,,,44540,,32,b'6.4',768,48,66820,,,b'grandTheftAuto5',,,43.2
b'Intel Core i7-7700K',4,8,100,256,1024,8,,4200,,,,91,,4500,b'NVIDIA GeForce GTX 1050 Ti',,112100,1291,1392,,,,,,,,4000,,,,44540,,32,b'6.4',768,48,66820,,,b'grandTheftAuto5',,,42.1
b'Intel Core i5-9400F',6,6,100,384,1536,9,,2900,,,,65,,4100,b'NVIDIA GeForce GTX 1050 Ti',,112100,1291,1392,,,,,,,,4000,,,,44540,,32,b'6.4',768,48,66820,,,b'grandTheftAuto5',,,41.6
